ort,plz,landkreis,bundesland,lat,lon
Angern,39326,Landkreis Börde,Sachsen-Anhalt,52.3574438,11.7355497
Angern,39517,Landkreis Börde,Sachsen-Anhalt,52.3574438,11.7355497
Anhausen,56584,Landkreis Neuwied,Rheinland-Pfalz,50.497026,7.5533607
Ankershagen,17219,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.4804669,12.9666929
Anklam,17389,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.8560526,13.688091
Ankum,49577,Landkreis Osnabrück,Niedersachsen,52.5423026,7.8680223
Annaberg-Buchholz,09456,Erzgebirgskreis,Sachsen,50.5788781,13.0106108
Annaburg,06925,Landkreis Wittenberg,Sachsen-Anhalt,51.7327678,13.0434296
Annweiler am Trifels,76855,Landkreis Südliche Weinstraße,Rheinland-Pfalz,49.2027254,7.9682264
Anröchte,59609,Kreis Soest,Nordrhein-Westfalen,51.5597886,8.3247323
Ansbach,91522,,Bayern,49.28887445,10.55976933809508
Anschau,56729,Landkreis Mayen-Koblenz,Rheinland-Pfalz,50.2987814,7.0923336
Antdorf,82387,Landkreis Weilheim-Schongau,Bayern,47.7513964,11.3073306
Antrifttal,36326,Vogelsbergkreis,Hessen,50.7887424,9.1951609
Antweiler,53533,Landkreis Ahrweiler,Rheinland-Pfalz,50.4037797,6.8305622
Anzing,85646,Landkreis Ebersberg,Bayern,48.1506375,11.8541298
Apelern,31552,Landkreis Schaumburg,Niedersachsen,52.289378,9.3343159
Apen,26689,Landkreis Ammerland,Niedersachsen,53.2214255,7.8097336
Apenburg-Winterfeld,38486,Altmarkkreis Salzwedel,Sachsen-Anhalt,52.7337834,11.2049322
Apensen,21641,Landkreis Stade,Niedersachsen,53.4352841,9.6163207
Apfeldorf,86974,Landkreis Landsberg am Lech,Bayern,47.8947477,10.9331381
Apfeltrach,87742,Landkreis Unterallgäu,Bayern,48.0202541,10.4946034
Apolda,99510,Landkreis Weimarer Land,Thüringen,51.0227878,11.5129742
Appel,21279,Landkreis Harburg,Niedersachsen,53.3902958,9.7451381
Appen,25482,Kreis Pinneberg,Schleswig-Holstein,53.6601647,9.7415872
Appenheim,55437,Landkreis Mainz-Bingen,Rheinland-Pfalz,49.9300136,8.0333147
Appenweier,77767,Ortenaukreis,Baden-Württemberg,48.5387171,7.9802666
Arbach,56769,Landkreis Vulkaneifel,Rheinland-Pfalz,50.2839639,7.0445739
Arberg,91722,Landkreis Ansbach,Bayern,49.1431682,10.6175021
Aremberg,53533,Landkreis Ahrweiler,Rheinland-Pfalz,50.358076304933704,6.920071612375007
Arendsee (Altmark),39619,Altmarkkreis Salzwedel,Sachsen-Anhalt,52.8808292,11.4922352
Arenrath,54518,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,49.9528082,6.7426407
Arenshausen,37318,Landkreis Eichsfeld,Thüringen,51.3773161,9.9708896
Aresing,86561,Landkreis Neuburg-Schrobenhausen,Bayern,48.5320846,11.2970513
Arft,56729,Landkreis Mayen-Koblenz,Rheinland-Pfalz,50.3825823,7.0829631
Argenbühl,88260,Landkreis Ravensburg,Baden-Württemberg,47.6977906,9.9446011
Argenschwang,55595,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.8818283,7.6984848
Argenthal,55496,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,49.9757047,7.5967268
Arholzen,37627,Landkreis Holzminden,Niedersachsen,51.8667,9.56667
Arkebek,25767,Kreis Dithmarschen,Schleswig-Holstein,54.1617235,9.2476851
Arlewatt,25860,Kreis Nordfriesland,Schleswig-Holstein,54.5394426,9.0818544
Armsheim,55288,Landkreis Alzey-Worms,Rheinland-Pfalz,49.8079782,8.0744193
Armstedt,24616,Kreis Segeberg,Schleswig-Holstein,53.9702851,9.851741
Armstorf,21769,Landkreis Cuxhaven,Niedersachsen,53.5979068,9.074343
Arnbruck,93471,Landkreis Regen,Bayern,49.1308603,12.9972598
Arneburg,39596,Landkreis Stendal,Sachsen-Anhalt,52.674454,12.0035022
Arnis,24399,Kreis Schleswig-Flensburg,Schleswig-Holstein,54.63008,9.9327513
Arnsberg,59755,Hochsauerlandkreis,Nordrhein-Westfalen,51.4002384,8.0605908
Arnsberg,59757,Hochsauerlandkreis,Nordrhein-Westfalen,51.4002384,8.0605908
Arnsberg,59759,Hochsauerlandkreis,Nordrhein-Westfalen,51.4002384,8.0605908
Arnsberg,59821,Hochsauerlandkreis,Nordrhein-Westfalen,51.4002384,8.0605908
Arnsberg,59823,Hochsauerlandkreis,Nordrhein-Westfalen,51.4002384,8.0605908
Arnschwang,93473,Landkreis Cham,Bayern,49.2725367,12.8153746
Arnsdorf,01477,Landkreis Bautzen,Sachsen,51.0970348,13.9934028
Arnshöfen,56244,Westerwaldkreis,Rheinland-Pfalz,50.5401695,7.8690771
Arnstadt,99310,Ilm-Kreis,Thüringen,50.8349097,10.9461479
Arnstein,97450,Landkreis Main-Spessart,Bayern,49.9783393,9.9684962
Arnstein,06456,Landkreis Mansfeld-Südharz,Sachsen-Anhalt,51.6986739,11.4245904
Arnstorf,94424,Landkreis Rottal-Inn,Bayern,48.5635093,12.8173993
Arpsdorf,24634,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.0394431,9.8656771
Arrach,93474,Landkreis Cham,Bayern,49.191712,12.993517
Artern,06556,Kyffhäuserkreis,Thüringen,51.3627798,11.2935249
Artlenburg,21380,Landkreis Lüneburg,Niedersachsen,53.373402,10.4899048
Arzbach,56337,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.3790098,7.7477047
Arzberg,04886,Landkreis Nordsachsen,Sachsen,51.5303571,13.1271655
Arzberg,95659,Landkreis Wunsiedel im Fichtelgebirge,Bayern,50.0567356,12.1859087
Arzfeld,54687,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.0871592,6.2676981
Asbach,53567,Landkreis Neuwied,Rheinland-Pfalz,50.6671382,7.4245809
Asbach,55758,Landkreis Birkenfeld,Rheinland-Pfalz,49.8123205,7.2791655
Asbach-Bäumenheim,86663,Landkreis Donau-Ries,Bayern,48.6823751,10.8135888
Asbach-Sickenberg,37318,Landkreis Eichsfeld,Thüringen,51.2803487,10.031199
Ascha,94347,Landkreis Straubing-Bogen,Bayern,48.9976495,12.6373712
Aschaffenburg,63739,,Bayern,49.9706701,9.13848573082478
Aschaffenburg,63741,,Bayern,49.9706701,9.13848573082478
Aschaffenburg,63743,,Bayern,49.9706701,9.13848573082478
Aschau am Inn,84544,Landkreis Mühldorf am Inn,Bayern,48.197888,12.3516386
Aschau im Chiemgau,83229,Landkreis Rosenheim,Bayern,47.7764994,12.3234179
Aschbach,67753,Landkreis Kusel,Rheinland-Pfalz,49.6008755,7.5756521
Ascheberg,59387,Kreis Coesfeld,Nordrhein-Westfalen,51.7886689,7.6196825
Ascheberg,24326,Kreis Plön,Schleswig-Holstein,54.1483357,10.3423409
Ascheffel,24358,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.4296588,9.700688
Aschersleben,06449,Salzlandkreis,Sachsen-Anhalt,51.7559549,11.462134
Aschheim,85609,Landkreis München,Bayern,48.1713481,11.7160347
Asendorf,21271,Landkreis Harburg,Niedersachsen,53.2935453,9.9804981
Asendorf,27330,Landkreis Diepholz,Niedersachsen,52.7728283,9.0057116
Aspach,71546,Rems-Murr-Kreis,Baden-Württemberg,48.9835713,9.388114
Asperg,71679,Landkreis Ludwigsburg,Baden-Württemberg,48.9058591,9.1350865
Aspisheim,55459,Landkreis Mainz-Bingen,Rheinland-Pfalz,49.9063049,7.9812471
Assamstadt,97959,Main-Tauber-Kreis,Baden-Württemberg,49.4271724,9.6872392
Asselfingen,89176,Alb-Donau-Kreis,Baden-Württemberg,48.5290962,10.1945447
Aßlar,35614,Lahn-Dill-Kreis,Hessen,50.5927946,8.4649082
Aßling,85617,Landkreis Ebersberg,Bayern,47.9927671,12.0058332
Astert,57627,Westerwaldkreis,Rheinland-Pfalz,50.6927671,7.7811779
Attendorn,57439,Kreis Olpe,Nordrhein-Westfalen,51.1250541,7.9010992
Attenhausen,56370,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.2918502,7.8769892
Attenhofen,84091,Landkreis Kelheim,Bayern,48.6498061,11.8477731
Attenkirchen,85395,Landkreis Freising,Bayern,48.5057366,11.7601946
Attenweiler,88448,Landkreis Biberach,Baden-Württemberg,48.1377045,9.6991205
Atting,94348,Landkreis Straubing-Bogen,Bayern,48.8948089,12.4857073
Atzelgift,57629,Westerwaldkreis,Rheinland-Pfalz,50.6966887,7.8255808
Au,79280,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg,47.9552898,7.8296094
Au am Rhein,76474,Landkreis Rastatt,Baden-Württemberg,48.9516939,8.2380728
Aub,97239,Landkreis Würzburg,Bayern,49.5524989,10.0652861
Aubstadt,97633,Landkreis Rhön-Grabfeld,Bayern,50.332013,10.4372418
Auderath,56766,Landkreis Cochem-Zell,Rheinland-Pfalz,50.1869125,7.0024559
Aue-Bad Schlema,08280,Erzgebirgskreis,Sachsen,50.6039112,12.683981
Aue-Bad Schlema,08301,Erzgebirgskreis,Sachsen,50.6039112,12.683981
Auel,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.1707347,7.7655142
Auen,55569,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.8310723,7.5965386
Auengrund,98673,Landkreis Hildburghausen,Thüringen,50.467534,10.839185611982924
Auenwald,71549,Rems-Murr-Kreis,Baden-Württemberg,48.940383,9.5115851
Auerbach,09392,Erzgebirgskreis,Sachsen,50.6833,12.9167
Auerbach,94530,Landkreis Deggendorf,Bayern,48.8034095,13.0992536
Auerbach in der Oberpfalz,91275,Landkreis Amberg-Sulzbach,Bayern,49.6923981,11.6325698
Auerbach/Vogtland,08209,Vogtlandkreis,Sachsen,50.5087816,12.400153
Auetal,31749,Landkreis Schaumburg,Niedersachsen,52.2403,9.23321
Aufhausen,93089,Landkreis Regensburg,Bayern,48.8726932,12.283701
Aufseß,91347,Landkreis Bayreuth,Bayern,49.8841962,11.2275665
Auggen,79424,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg,47.7864318,7.5970495
Augsburg,86150,,Bayern,48.3690341,10.8979522
Augsburg,86152,,Bayern,48.3690341,10.8979522
Augsburg,86153,,Bayern,48.3690341,10.8979522
Augsburg,86154,,Bayern,48.3690341,10.8979522
Augsburg,86156,,Bayern,48.3690341,10.8979522
Augsburg,86157,,Bayern,48.3690341,10.8979522
Augsburg,86159,,Bayern,48.3690341,10.8979522
Augsburg,86161,,Bayern,48.3690341,10.8979522
Augsburg,86163,,Bayern,48.3690341,10.8979522
Augsburg,86165,,Bayern,48.3690341,10.8979522
Augsburg,86167,,Bayern,48.3690341,10.8979522
Augsburg,86169,,Bayern,48.3690341,10.8979522
Augsburg,86179,,Bayern,48.3690341,10.8979522
Augsburg,86199,,Bayern,48.3690341,10.8979522
Augustdorf,32832,Kreis Lippe,Nordrhein-Westfalen,51.9092199,8.7382015
Augustusburg,09573,Landkreis Mittelsachsen,Sachsen,50.8144193,13.1009791
Auhagen,31553,Landkreis Schaumburg,Niedersachsen,52.39520485,9.297536437225153
Auhausen,86736,Landkreis Donau-Ries,Bayern,49.0092924,10.6215295
Au in der Hallertau,84072,Landkreis Freising,Bayern,48.5575408,11.7429814
Aukrug,24613,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.0731677,9.7865329
Aulendorf,88326,Landkreis Ravensburg,Baden-Württemberg,47.9528162,9.6409331
Aull,65582,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.3863186,8.0030706
Auma-Weidatal,07955,Landkreis Greiz,Thüringen,50.7082198,11.9177098
Aumühle,21521,Kreis Herzogtum Lauenburg,Schleswig-Holstein,53.5261786,10.3136952
Aura a.d.Saale,97717,Landkreis Bad Kissingen,Bayern,50.17278365,10.01843069758888
Aurach,91589,Landkreis Ansbach,Bayern,49.2439401,10.4136789
Aurachtal,91086,Landkreis Erlangen-Höchstadt,Bayern,49.5842851,10.8070277
Aura im Sinngrund,97773,Landkreis Main-Spessart,Bayern,50.1790696,9.574957
Aurich,26603,Landkreis Aurich,Niedersachsen,53.4695604,7.4823808
Aurich,26605,Landkreis Aurich,Niedersachsen,53.4695604,7.4823808
Aurich,26607,Landkreis Aurich,Niedersachsen,53.4695604,7.4823808
Ausacker,24975,Kreis Schleswig-Flensburg,Schleswig-Holstein,54.7383044,9.5756736
Ausleben,39393,Landkreis Börde,Sachsen-Anhalt,52.0895293,11.1139976
Außernzell,94532,Landkreis Deggendorf,Bayern,48.7243597,13.2036909
Auufer,25548,Kreis Steinburg,Schleswig-Holstein,53.9296235,9.6901587
Auw an der Kyll,54664,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.9016435,6.6144997
Auw bei Prüm,54597,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.3004145,6.3379836
Aventoft,25927,Kreis Nordfriesland,Schleswig-Holstein,54.9,8.81667
Averlak,25715,Kreis Dithmarschen,Schleswig-Holstein,53.9414553,9.1841596
Axstedt,27729,Landkreis Osterholz,Niedersachsen,53.3553463,8.7731882
Aying,85653,Landkreis München,Bayern,47.9699535,11.778769
Ayl,54441,Landkreis Trier-Saarburg,Rheinland-Pfalz,49.6288443,6.5529894
Aystetten,86482,Landkreis Augsburg,Bayern,48.4068814,10.7757412
Baabe,18586,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,54.3602126,13.7043671
Baar,86674,Landkreis Aichach-Friedberg,Bayern,48.5917673,10.9595805
Baar,56729,Landkreis Mayen-Koblenz,Rheinland-Pfalz,50.35440955,7.0524441530485245
Baar-Ebenhausen,85107,Landkreis Pfaffenhofen an der Ilm,Bayern,48.6730022,11.4673873
Babenhausen,64832,Landkreis Darmstadt-Dieburg,Hessen,49.9562183,8.9460279
Babenhausen,87727,Landkreis Unterallgäu,Bayern,48.143242,10.2540507
Babensham,83547,Landkreis Rosenheim,Bayern,48.0812405,12.2693623
Bach an der Donau,93090,Landkreis Regensburg,Bayern,49.0209775,12.3032352
Bacharach,55422,Landkreis Mainz-Bingen,Rheinland-Pfalz,50.0597943,7.7683997
Bachenberg,57610,Landkreis Altenkirchen,Rheinland-Pfalz,50.714561,7.6456857
Bachhagel,89429,Landkreis Dillingen an der Donau,Bayern,48.63467,10.3196907
Bächingen a.d.Brenz,89431,Landkreis Dillingen an der Donau,Bayern,48.5484581,10.3099156
Backnang,71522,Rems-Murr-Kreis,Baden-Württemberg,48.9470756,9.4297925
Bad Abbach,93077,Landkreis Kelheim,Bayern,48.9357145,12.0401868
Bad Aibling,83043,Landkreis Rosenheim,Bayern,47.8640504,12.0097685
Bad Alexandersbad,95680,Landkreis Wunsiedel im Fichtelgebirge,Bayern,50.0165192,12.0157353
Bad Arolsen,34454,Landkreis Waldeck-Frankenberg,Hessen,51.3649894,9.0376388
Bad Bayersoien,82435,Landkreis Garmisch-Partenkirchen,Bayern,47.6914826,10.9952999
Bad Bellingen,79415,Landkreis Lörrach,Baden-Württemberg,47.7308736,7.5569211
Bad Belzig,14806,Landkreis Potsdam-Mittelmark,Brandenburg,52.1405622,12.5865873
Bad Bentheim,48455,Landkreis Grafschaft Bentheim,Niedersachsen,52.3024786,7.1605921
Badbergen,49635,Landkreis Osnabrück,Niedersachsen,52.6348293,7.9810703
Bad Bergzabern,76887,Landkreis Südliche Weinstraße,Rheinland-Pfalz,49.1028075,7.9991268
Bad Berka,99438,Landkreis Weimarer Land,Thüringen,50.9002644,11.2829778
Bad Berleburg,57319,Kreis Siegen-Wittgenstein,Nordrhein-Westfalen,51.0478493,8.3917759
Bad Berneck im Fichtelgebirge,95460,Landkreis Bayreuth,Bayern,50.05311775,11.686856996989
Bad Bertrich,56864,Landkreis Cochem-Zell,Rheinland-Pfalz,50.0713355,7.0364466
Bad Bevensen,29549,Landkreis Uelzen,Niedersachsen,53.0809408,10.5744812
Bad Bibra,06647,Burgenlandkreis,Sachsen-Anhalt,51.2064665,11.5835806
Bad Birnbach,84364,Landkreis Rottal-Inn,Bayern,48.4431424,13.0893817
Bad Blankenburg,07422,Landkreis Saalfeld-Rudolstadt,Thüringen,50.6829946,11.2726327
Bad Bocklet,97708,Landkreis Bad Kissingen,Bayern,50.2675049,10.0787044
Bad Bodenteich,29389,Landkreis Uelzen,Niedersachsen,52.833324,10.681325
Bad Boll,73087,Landkreis Göppingen,Baden-Württemberg,48.638716,9.6167744
Bad Brambach,08648,Vogtlandkreis,Sachsen,50.2244523,12.3129814
Bad Bramstedt,24576,Kreis Segeberg,Schleswig-Holstein,53.9167,9.88333
Bad Breisig,53498,Landkreis Ahrweiler,Rheinland-Pfalz,50.5098164,7.2983807
Bad Brückenau,97769,Landkreis Bad Kissingen,Bayern,50.3101441,9.7912176
Bad Buchau,88422,Landkreis Biberach,Baden-Württemberg,48.0641747,9.6106661
Bad Camberg,65520,Landkreis Limburg-Weilburg,Hessen,50.299603,8.2673122
Baddeckenstedt,38271,Landkreis Wolfenbüttel,Niedersachsen,52.0833,10.2333
Bad Ditzenbach,73312,Landkreis Göppingen,Baden-Württemberg,48.5874699,9.703232
Bad Ditzenbach,73342,Landkreis Göppingen,Baden-Württemberg,48.5874699,9.703232
Bad Ditzenbach,73345,Landkreis Göppingen,Baden-Württemberg,48.5874699,9.703232
Bad Doberan,18209,Landkreis Rostock,Mecklenburg-Vorpommern,54.105858,11.9026057
Bad Driburg,33014,Kreis Höxter,Nordrhein-Westfalen,51.7366427,9.0175012
Bad Düben,04849,Landkreis Nordsachsen,Sachsen,51.5911653,12.5856428
Bad Dürkheim,67098,Landkreis Bad Dürkheim,Rheinland-Pfalz,49.4632944,8.1705063
Bad Dürrenberg,06231,Saalekreis,Sachsen-Anhalt,51.2998551,12.0665175
Bad Dürrheim,78073,Schwarzwald-Baar-Kreis,Baden-Württemberg,48.0222311,8.5299837
Bad Eilsen,31707,Landkreis Schaumburg,Niedersachsen,52.240705,9.0997685
Bad Elster,08645,Vogtlandkreis,Sachsen,50.2811665,12.236949
Badem,54657,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.004038,6.6074904
Bad Ems,56130,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.3352062,7.7128538
Bad Emstal,34308,Landkreis Kassel,Hessen,51.2558597,9.2493249
Baden-Baden,76530,,Baden-Württemberg,48.7610716,8.239959
Baden-Baden,76532,,Baden-Württemberg,48.7610716,8.239959
Baden-Baden,76534,,Baden-Württemberg,48.7610716,8.239959
Bad Endbach,35080,Landkreis Marburg-Biedenkopf,Hessen,50.7517656,8.4945003
Badendorf,23619,Kreis Stormarn,Schleswig-Holstein,53.867602,10.5762332
Bad Endorf,83093,Landkreis Rosenheim,Bayern,47.906411,12.3013697
Badenhard,56291,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.1228985,7.6322229
Badenheim,55576,Landkreis Mainz-Bingen,Rheinland-Pfalz,49.8421982,7.9692573
Badenweiler,79410,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg,47.8025477,7.6739717
Bad Essen,49152,Landkreis Osnabrück,Niedersachsen,52.3195756,8.3440599
Bad Fallingbostel,29683,Landkreis Heidekreis,Niedersachsen,52.8654484,9.6930195
Bad Feilnbach,83075,Landkreis Rosenheim,Bayern,47.7745858,12.0070798
Bad Frankenhausen/Kyffhäuser,06567,Kyffhäuserkreis,Thüringen,51.3560142,11.1005235
Bad Freienwalde (Oder),16259,Landkreis Märkisch-Oderland,Brandenburg,52.787521,14.0300689
Bad Friedrichshall,74177,Landkreis Heilbronn,Baden-Württemberg,49.2300761,9.212604
Bad Füssing,94072,Landkreis Passau,Bayern,48.3506733,13.3095441
Bad Gandersheim,37581,Landkreis Northeim,Niedersachsen,51.8704732,10.0297839
Bad Gottleuba-Berggießhübel,01816,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen,50.8584186,13.9480444
Bad Griesbach i.Rottal,94086,Landkreis Passau,Bayern,48.4513352,13.1931047
Bad Grönenbach,87730,Landkreis Unterallgäu,Bayern,47.8777154,10.2215159
Bad Grund,37539,Landkreis Göttingen,Niedersachsen,51.791959500000004,10.193041557574093
Bad Harzburg,38667,Landkreis Goslar,Niedersachsen,51.8803224,10.5643607
Bad Heilbrunn,83670,Landkreis Bad Tölz-Wolfratshausen,Bayern,47.7463564,11.455267
Bad Herrenalb,76332,Landkreis Calw,Baden-Württemberg,48.7990507,8.4382557
Bad Hersfeld,36251,Landkreis Hersfeld-Rotenburg,Hessen,50.8681341,9.7068481
Bad Hindelang,87541,Landkreis Oberallgäu,Bayern,47.5099108,10.3698921
Bad Homburg vor der Höhe,61348,Hochtaunuskreis,Hessen,50.2267699,8.6169093
Bad Homburg vor der Höhe,61350,Hochtaunuskreis,Hessen,50.2267699,8.6169093
Bad Homburg vor der Höhe,61352,Hochtaunuskreis,Hessen,50.2267699,8.6169093
Bad Honnef,53604,Rhein-Sieg-Kreis,Nordrhein-Westfalen,50.6448582,7.2272534
Bad Hönningen,53547,Landkreis Neuwied,Rheinland-Pfalz,50.5157382,7.3065922
Bad Hönningen,53557,Landkreis Neuwied,Rheinland-Pfalz,50.5157382,7.3065922
Bad Iburg,49186,Landkreis Osnabrück,Niedersachsen,52.1543708,8.0448115
Bad Karlshafen,34385,Landkreis Kassel,Hessen,51.6425572,9.4502277
Bad Kissingen,97688,Landkreis Bad Kissingen,Bayern,50.1985698,10.0746833
Bad Kleinen,23996,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,53.7706474,11.4727533
Bad Klosterlausnitz,07639,Saale-Holzland-Kreis,Thüringen,50.9162624,11.8681702
Bad Kohlgrub,82433,Landkreis Garmisch-Partenkirchen,Bayern,47.6659196,11.0519029
Bad König,64732,Odenwaldkreis,Hessen,49.7435067,9.0262376
Bad Königshofen im Grabfeld,97631,Landkreis Rhön-Grabfeld,Bayern,50.2834349,10.479620842528735
Bad Köstritz,07586,Landkreis Greiz,Thüringen,50.9301118,12.0113701
Bad Kötzting,93444,Landkreis Cham,Bayern,49.169841,12.8782503
Bad Kreuznach,55543,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.8431642,7.8657658
Bad Kreuznach,55545,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.8490413,7.8626661
Bad Kreuznach,55583,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.8431642,7.8657658
Bad Krozingen,79189,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg,47.9118288,7.7033313
Bad Laasphe,57334,Kreis Siegen-Wittgenstein,Nordrhein-Westfalen,50.9271541,8.4123648
Bad Laer,49196,Landkreis Osnabrück,Niedersachsen,52.1014143,8.0865168
Bad Langensalza,99947,Unstrut-Hainich-Kreis,Thüringen,51.1085823,10.6454374
Bad Lausick,04651,Landkreis Leipzig,Sachsen,51.144234,12.6415822
Bad Lauterberg im Harz,37431,Landkreis Göttingen,Niedersachsen,51.6313633,10.4706667
Bad Liebenstein,36448,Wartburgkreis,Thüringen,50.8183801,10.3491578
Bad Liebenwerda,04895,Landkreis Elbe-Elster,Brandenburg,51.5158115,13.39272
Bad Liebenwerda,04924,Landkreis Elbe-Elster,Brandenburg,51.5158115,13.39272
Bad Liebenwerda,04931,Landkreis Elbe-Elster,Brandenburg,51.5158115,13.39272
Bad Liebenzell,75378,Landkreis Calw,Baden-Württemberg,48.7712716,8.7321279
Bad Lippspringe,33175,Kreis Paderborn,Nordrhein-Westfalen,51.7833,8.81667
Bad Lobenstein,07356,Saale-Orla-Kreis,Thüringen,50.449292,11.6380757
Bad Marienberg (Westerwald),56470,Westerwaldkreis,Rheinland-Pfalz,50.650076049999996,7.948216997173178
Bad Mergentheim,97980,Main-Tauber-Kreis,Baden-Württemberg,49.490532,9.7730692
Bad Münder am Deister,31848,Landkreis Hameln-Pyrmont,Niedersachsen,52.1952894,9.4633959
Bad Münstereifel,53902,Kreis Euskirchen,Nordrhein-Westfalen,50.5545674,6.7636511
Bad Muskau - Mužakow,02953,Landkreis Görlitz,Sachsen,51.5470046,14.7215146
Bad Nauheim,61231,Wetteraukreis,Hessen,50.3681107,8.7473608
Bad Nenndorf,31542,Landkreis Schaumburg,Niedersachsen,52.3360719,9.3769596
Bad Neualbenreuth,95698,Landkreis Tirschenreuth,Bayern,49.9792917,12.4424368
Bad Neuenahr-Ahrweiler,53474,Landkreis Ahrweiler,Rheinland-Pfalz,50.5444551,7.1186671
Bad Neustadt an der Saale,97616,Landkreis Rhön-Grabfeld,Bayern,50.322637,10.2164873
Bad Oeynhausen,32545,Kreis Minden-Lübbecke,Nordrhein-Westfalen,52.2014399,8.7981244
Bad Oeynhausen,32547,Kreis Minden-Lübbecke,Nordrhein-Westfalen,52.2014399,8.7981244
Bad Oeynhausen,32549,Kreis Minden-Lübbecke,Nordrhein-Westfalen,52.2014399,8.7981244
Bad Oldesloe,23843,Kreis Stormarn,Schleswig-Holstein,53.8096562,10.3733692
Bad Orb,63619,Main-Kinzig-Kreis,Hessen,50.2267544,9.3478635
Bad Peterstal-Griesbach,72250,Ortenaukreis,Baden-Württemberg,48.4340878,8.2247938
Bad Peterstal-Griesbach,77740,Ortenaukreis,Baden-Württemberg,48.4340878,8.2247938
Bad Pyrmont,31812,Landkreis Hameln-Pyrmont,Niedersachsen,51.9850503,9.2434635
Bad Rappenau,74906,Landkreis Heilbronn,Baden-Württemberg,49.2393031,9.101268
Bad Reichenhall,83435,Landkreis Berchtesgadener Land,Bayern,47.7222676,12.8760923
Bad Rippoldsau-Schapbach,77776,Landkreis Freudenstadt,Baden-Württemberg,48.41386325,8.301240669143287
